"Title","Company","Location","Sector","Python","R","Perl","Java","Hadoop","SQL","PHD","Description"
"Data Scientist","CALIBRE","Alexandria, VA",NA,"TRUE","TRUE","FALSE","FALSE","FALSE","TRUE","FALSE","About the Job
        
                CALIBRE is looking for an experienced data analyst professional to join our team to support a large Army analytics and support effort. We are seeking a person that enjoys finding new sources for data-driven innovation; bringing structure and meaning to that data; joining with existing large data sets; dealing with imperfections in the data; and producing quantitative statistical analyses in creative, intelligent visual charts. Yes, we are seeking a data scientist.The ideal candidate will work with our team to explore new ways to analyze data using statistical methods, machine learning and predictive models with the latest software. Candidate must be passionate about helping others solve problems, gain insights, and make decisions using data. They will need to display deep technical knowledge and be able to communicate it to a wide-ranging audience.Required SkillsMust have or be able to obtain and maintain a DoD Secret security clearance (U.S. Citizenship required)Strong qualitative and quantitative analysis skillsMust be a lifelong learner, willing to share and grow the knowledge of those around themStrong ability with one or more programming languages for data analysis such as R or Python (Pandas, NumPy, Scikit-learn)Experience developing forecasting and multivariate classification modelsExperience using MS SQL or equivalent databaseExperience with data visualization tools such as Qlik, Tableau, or Microsoft BIExcellent verbal and written communication skillsPreferredExperience in budgeting or cost-analysisExperience with and understanding of Army enterprise dataExperience with Army Acquisition costing or logisticsRequired ExperienceBS/BA in related degree such as Data Analytics, Operations Research, Economics, Engineering, Mathematics, etc. MS preferred. (Other education, commensurate experience and demonstrated ability of individual may be substituted)Minimum of 3 years professional work experience providing data analytics services.CDFM, ICEAA, DAWIA, CAP or other relevant certification preferred.CALIBRE is an Equal Opportunity Employer and supports transitioning service members, veterans and individuals with disabilities. We offer a competitive salary and full benefits package. To be considered, please apply via our website at www.calibresys.com. Come join our dynamic team!
            
        View more info

            View less info
                    Report this job
        "
"Data Scientist (Chicago)","Sears Holdings Corporation","Hoffman Estates, IL",NA,"TRUE","TRUE","FALSE","FALSE","TRUE","TRUE","FALSE","About the Job
        
                JOB SUMMARY:The Data Scientist is responsible for developing, maintaining and enhancing statistical and machine learning and optimization algorithms to create strategic business opportunities across the organization. This position is constantly challenged to tap into advanced mathematical and statistical techniques to develop scalable solutions. This position is expected to communicate complex concepts clearly.REQUIRED SKILLS:*     Masters in Statistics , Engineering or Computer Science*     3-5 years prior data experience (data preprocessing, Model Development, and presenting results) professionally.*     Experience in economics, statistics, Bayesian statistics, Machine learning, Deep Learning*     Knowledge of various programming software and languages such as, but not limited to R, Stata, Matlab, Python, SQL, and Excel*     Experience in Spark, Scala, Google Cloud,*     Familiarity with version control, especially Git*     Experience in Hadoop-based data tools and languages (e.g. Mahout, Hive, Pig) a plus.*     Sound technical and analytical skills, concise and clean analytic graphics*     Desire and willingness to work in a collaborative, innovative, flexible and team-oriented environment, welcoming push back on conclusions and inferences*      Flexibility, adaptability and the ability to learn quickly in various technical and creative environments, while delivering quality work by tight deadlines*     Ability to perform thorough analysis of complex data, draw sound conclusions, and devise actionable strategiesJOB DUTIES/RESPONSIBILITIES:Develops and utilizes Teradata and Hadoop data pulls (SQL, HIVE, Spark) to produce concise conclusions from raw data in a clean, well- structured and easily maintainable format as well as understand complex business requirements, business goals, and drivers and drive solutions aligning to SHC technology strategy. Designs and Implements mathematical optimization techniques such as stochastic optimization, linear programming, meta optimization and dynamic programming for life of product revenue optimization/ margin optimization and should be able to productionalise in big data platforms such as Spark in Google Cloud.Experience using Probabilistic Programming and uncertainty estimation, Kalman Filter Modeling, Bayesian Statistical Models including Bayesian Hierarchical models, Bayesian Mixed Effect Models, Experience with tools such as Stan and PyMC.Designs and Implements A/B testing and uses the new information to update knowledge database. Familiar with techniques such as difference in difference testing etc.Implements Time Series Models, evaluates forecast accuracy, computes seasonality, and applies approaches that are robust to sparse time series. Implements latest advanced scalable statistical/machine learning forecasting models using Tensorflow and uses the concepts such as category embedding and Recurrent Neural Networks to achieve higher forecasting accuracy.Designs and implements Dynamic Pricing models such as Bayesian Bandit, Thomson Sampling, UCB. Must also have experience in Reinforcement Learning.Designs, implements and automates modeling and analysis procedures on existing and experimentally created data using open source programs including but not limited to Python and R..Experience with scientific and computing packages in R,  Python such as H2O, Spark MlLib, glmnet, rstan, xgboost, caret, SkLearn, statsmodelsPlans for integrating new systems, provides leadership for service-oriented architecture (SOA) programs and adoption, and assesses the risk of implementing new solutions. Oversees and creates solutions implemented on large data warehouses. Provides leadership in developing robust solutions for Analytics, Predictive Analytics, Pattern Recognition, Data Mining, Reporting, Web Analytics, and Metadata Management.Organizes conclusions drawn from data into action items to improve pricing strategy and presents conclusions and action items to BU partners and pricing leadership.Provides insight into emerging technology and provide direction in the incorporation of new technology. Creates enhancements and defect resolution on an ongoing basis to improve efficiency of the code base, as well as conduct POCs (Proof of Concept) to evaluate new technologies when required.Establishes reporting and tracking to continuously monitor and report out impactIncreases pace and confidence of learning by combining state of the art technology and statistical methods (parametric and non- parametric econometrics and machine learning); provides expertise in integrating advanced analytics into ongoing business processes (combine data mining techniques with structure approaches to avoid spurious correlations). Maintains awareness of modeling and analytics best practices from a wide range of industriesEEO EMPLOYER
            
        View more info

            View less info
                    Report this job
        "
"Data Scientist, Senior","Booz Allen Hamilton","Springfield, VA",NA,"FALSE","FALSE","FALSE","TRUE","TRUE","FALSE","TRUE","About the Job
        
                Job Number: R0015206Booz Allen Hamilton has been at the forefront of strategy and technology for more than 100 years Today, the firm provides management and technology consulting and engineering services to leading Fortune 500 corporations, governments, and not-for-profits across the globe. Booz Allen partners with public and private sector clients to solve their most difficult challenges through a combination of consulting, analytics, mission operations, technology, systems delivery, cybersecurity, engineering and innovation expertise.Data Scientist, SeniorKey Role:Perform as a data scientist with a focus on computer science to apply knowledge of and expertise in distributed scalable Big Data store, including Accumulo, Cloudbase, HBase, Big Table, and the MapReduce programming model. Leverage expertise in requirements analysis, installation, integration, evaluation, enhancement, maintenance, testing, and diagnosis or resolution. Leverage knowledge of large data sets to characterize uncertainty through statistical methods. Leverage knowledge of large data set analysis, perform research, and ensure study results are properly interpreted and documented.
Basic Qualifications:-9+ years of experience with developing software in Java, C, C++, or other high–level languages-1+ years of experience with developing software for UNIX or Linux, including RedHat, CentOS, or Ubuntu-1+ years of experience with software integration or testing, including analyzing and implementing test plans and scripts-1+ years of experience with MapReduce programming-1+ years of experience with the Hadoop Distributed File System (HDFS) and JSON or BSON-Experience with the design and development of object–oriented systems-Experience with developing solutions and integrating, extending, and contributing to Open–Source software-Experience with version control systems, including Github or Gitlab-TS/SCI clearance-BS degreeAdditional Qualifications:-Experience with deploying applications in a Cloud environment-Experience with designing and developing automated analytic software, techniques, and algorithms-Experience with Apache Spark or Apache Storm-Experience with Apache Kafka-Experience with distributed scalable Big Data store or NoSQL, including Accumulo, Cloudbase, HBase, or Bigtable-MS degree in CS, Physics, Statistics, or Mathematics preferred; PhD degree in CS, Physics, Statistics, or Mathematics a plus-Hadoop Certified Developer Certification
Clearance:Applicants selected will be subject to a security investigation and may need to meet eligibility requirements for access to classified information; TS/SCI clearance is required.
Integrating a full range of consulting capabilities, Booz Allen is the one firm that helps clients solve their toughest problems by their side to help them achieve their missions.  Booz Allen is committed to delivering results that endure.
We are proud of our diverse environment, EOE, M/F/Disability/Vet.
        View more info

            View less info
                    Report this job
        "
"Applied Data Scientist","Wolters Kluwer","Waltham, MA",NA,"TRUE","TRUE","FALSE","FALSE","FALSE","FALSE","TRUE","About the Job
        
                Posting Job Title:Applied Data ScientistRequisition Number:17-17428State:MassachusettsCity:WalthamShift:Not ApplicableJob Description:Do you want to use your skills and talent to make a meaningful impact on healthcare?Wolters Kluwer Health is a fast-growing and innovation-driven healthcare information technology company working on the front lines of clinical care. Our talented team of clinicians, technologists, and product visionaries collaborate to provide advanced solutions that tackle some of the most challenging problems in our healthcare system.We are searching for a data scientist who is passionate about technology and healthcare to build models and applications in areas such Machine Learning and Natural Language Processing. You should be willing to take on challenges of unknown dimensions, and work hand in hand with clinicians, customers, and developers. You will need to have very strong technical skills in data sciences and a proven ability to deliver products to the market.Reporting into the Wolters Kluwer Health CTO team, this role is crucial to the continued growth and evolution of one of the leading global healthcare technology companies.ESSENTIAL DUTIES AND RESPONSIBILITIES• Engage as a key member of the applied data sciences team• A self-starter who can align the technology with the overall product strategy• Develop novel algorithms and models in the medical domain in collaboration with clinicians, product managers, and software engineers• Develop models to infer or predict disease conditions with a high level of accuracy• Work on training and refining various models to attain a high bar of required accuracy needed in healthcare• Learn fast through hands-on rapid prototyping of 3rd party software, both commercial and Open Source, and proprietary development• Assess various machine learning frameworks and packages• Collaborate effectively with other data sciences teams to align on direction and leverage existing tools and knowledge• Monitor trends in AI to influence the solutions within Wolters Kluwer HealthOTHER DUTIESPerforms other duties as assigned by supervisor.Qualifications:JOB QUALIFICATIONSEducation:• Graduate degree (MS or PhD) in Computer Science, Electrical Engineering, Mathematics or equivalent; specializing in machine learning, NLP, or a related field.Experience:• 2 years work experience in advanced technical domains• 2 years work experience in data sciences• 2 years experience with various machine learning techniques• Familiarity with programming for data science in languages such as Python or R• Demonstrated ability to function within a team of multiple disciplinesPreferred QualificationsThe following is highly desired, but not required:• PhD in Computer Science, engineering, or Mathematics• Strong research publication record• Expertise in software development• Experience in Semantic Web technologies• Experience in healthcare• Experience or understanding of SNOMED, ICD-10, LOINC, and CPT• Strong communication skills and the ability to relay and simplify complex conceptsTRAVEL REQUIREMENTSUp to 5% travel might be neededAbout Wolters KluwerWolters Kluwer N.V. (AEX: WKL) is a global leader in information services and solutions for professionals in the health, tax and accounting, risk and compliance, finance and legal sectors. We help our customers make critical decisions every day by providing expert solutions that combine deep domain knowledge with specialized technology and services.Wolters Kluwer reported 2016 annual revenues of €4.3 billion. The company, headquartered in Alphen aan den Rijn, the Netherlands, serves customers in over 180 countries, maintains operations in over 40 countries and employs 19,000 people worldwide. Wolters Kluwer shares are listed on Euronext Amsterdam (WKL) and are included in the AEX and Euronext 100 indices.For more information about our solutions and organization, visit www.wolterskluwer.com, follow us on Twitter, Facebook, LinkedIn, and YouTube.EQUAL EMPLOYMENT OPPORTUNITYWolters Kluwer U. S. Corporation and all of its subsidiaries, divisions and customer/business units is an Equal Opportunity / Affirmative Action employer. All qualified applicants will receive consideration for employment without regard to race, color, religion, sex, sexual orientation, gender identity, national origin, disability, or protected veteran status.INFORMATIONFor any assistance with your application for this job opening, please call the HR Source at (888) 495-4772 or email HRSource@WoltersKluwer.comHelp. TTY is also available at (888) 495-4771
        View more info

            View less info
                    Report this job
        "
"Data Scientist - Live Games","King","Stockholm, ME",NA,"TRUE","TRUE","FALSE","TRUE","TRUE","TRUE","FALSE","About the Job
        
                We are looking for a talented and creative Data Scientist interested in building, defining and pushing the boundaries of games analytics within our Stockholm studio, focusing on our live games – Candy Crush and Candy Crush Soda Saga. You'll have a proven ability to apply your skills, be it technical, behavioural or economic, in order to generate value for the studio's new generation of awesome mobile games.
Your role within our Kingdom
If you want to improve the experience of King's 300 million+ players across our network of games, then this may be the right opportunity for you. You'll help us to further understand, model, predict, segment and retain our players. You will be part of a community of 80+ business intelligence & analytics experts, while working on a daily basis in smaller teams of 6-8 people. As a data scientist at King, your role will be focused on particular games, our network or specific business areas.
Specifically, you'll:
* Identify potential business opportunities and scope/design approaches to capture those opportunities
* Translate business needs to technical requirements and AB-tests, then work with development teams to ensure correct implementation and tracking
* Develop an analysis strategy and perform analysis of complex scenarios and AB-tests, both systematically and on a one-off basis.
* Carefully check, debug, and problem solve issues to ensure you deliver accurate and clear analysis and reports, even when confronted by subtle data complications
* Provide an analytics perspective to discussions and helping to drive the priorities within your team
* Be the pro-active owner of the entire data chain for your game(s)
Skills to create thrills
You have a passion for quantitative analysis, understanding player behaviour and will have the ability to draw business insights which will add real value to King. You will need to demonstrate the ability to learn quickly and will have worked in a fast paced and collaborative environment. This role will involve working with teams and individuals across King - such as Game Developers, Business Performance Managers and Marketeers, so excellent communication skills are essential.
While we certainly don't expect you to have all of these skills from day one, we do expect you to learn and develop in each of the following five areas:
* Business Insight: The ability to understand the problems and issues our games and business wants to solve, and then defining the right data, analysis or interpretation to lead to the right recommendations and decisions
* Player behavior: Understanding the players' motivation is key to design valuable tests and interpret results
* SQL: The ability to write complex SQL queries to analyse our databases with 300+ million players, and work effectively with both Hive and relational database systems
* Analytical coding: Using tools such as R, Python (and also Excel) for analytical purposes
* Stats: Understanding the appropriate statistical techniques to use in different circumstances
* Communication: Designing good ways of communicating, visualising or reporting your results/analysis so they are clear and unambiguous
There is plenty of scope at King for you to learn from your colleagues in the areas where you have less experience, and to share your own skills where you are stronger.
Specific experience that might be helpful, but is not required, includes: experience in the games industry or similarly sophisticated customer-facing digital businesses; experience in ""big data"" systems such as Hadoop, Hive; experience in behavioural psychology/economics; robust understanding of more advanced statistical techniques suitable for analysis of highly skewed populations; experience in predictive analytics, segmentation, and related areas; experience in experimental design; software engineering skills in Java and other languages (beyond R and Python which we use most frequently); skills with standard reporting tools such as QlikView/Tableau/etc.
Personal Attributes
* Smart – intellectual dexterity
* High integrity
* Low ego
* Pragmatic problem-solver - someone who looks for solutions rather than worrying about problems
We're knights of creativity!
We believe that great gaming experiences happen when they are developed by working in small, autonomous creative teams that control the whole process – from idea to amazing game. Our close connection with the player community gets us instant feedback and enables us to deliver truly magical moments. We value your free time and your need to refuel, relax and find inspiration – by playing games with your colleagues, being at home with your family or going to the gym or out for a run. That's how we stay creative. That's why we call ourselves developers of magic and knights of creativity!
Want to join our Kingdom?
If you are interested, please apply! Applications must be in English.
The brilliant experience we give our players comes from the diversity and experience of our people. A great saga needs all sorts of heroes. That's why we hire all sorts of talent.
            
        View more info

            View less info
                    Report this job
        "
"Junior Front-End Data Scientist","Mathmatica Policy Research","Washington, DC",NA,"TRUE","TRUE","FALSE","TRUE","FALSE","FALSE","FALSE","About the Job
        
                Mathematica is a nationally recognized research organization that conducts social policy studies on health care, disability, education, welfare, nutrition, and related topics. Our mission is to improve public well-being by bringing the highest standards of quality, objectivity, and excellence to bear on the work we do for our clients.
We are seeking a junior front-end data scientist to join our Program Improvement team. This is an entry level opportunity. This position requires the combined skillset of a general programmer and statistical programmer. Everyday job tasks include:
* Building application and web platforms that can be used to manage, clean, and analyze datasets
* Creating data presentation-layers in the form of static reports and interactive dashboards
* Managing and ensuring the quality of large datasets
* Working both independently and on a team
* Being incredibly self-driven to learn, push new ideas, and teach others
Position Requirements
Requirements:
* 1-3 years of experience in a statistical programming language such as SAS, STATA, R or Python (specifically with the pandas library)
* 1-3 years of experience in a general programming language such as C#, Java, Node, or Python
* Have some knowledge of relational database systems
* Bachelor's degree in a relevant field or equivalent experience
* Have a strong desire to improve society through evidence based research
Pluses:
* Experience in web development using .NET and JavaScript (preferably with angular)
* Experience writing unit and end-to-end tests
* Experience creating interactive web-based data visualizations using d3
* Experience using machine learning, NLP, and/or Bayesian methods to analyze data
Various federal agencies with whom we contract require that staff successfully undergo a background investigation or security clearance as a condition of working on the project. If you are assigned to such a project, you will be required to obtain the requisite security clearance.
Office location: Washington DC or Cambridge, MA.
We are an Equal Opportunity Employer and do not discriminate against any employee or applicant for employment because of race, color, sex, age, national origin, religion, sexual orientation, gender identity, status as a veteran, and basis of disability or any other federal, state or local protected class.
            
        View more info

            View less info
                    Report this job
        "
"Federal - Data Scientist Manager","DayNine","Northeast, NY",NA,"TRUE","TRUE","FALSE","TRUE","TRUE","TRUE","FALSE","About the Job
        
                Organization: Accenture Federal Services
Location: Annapolis Junction, MD
Accenture Federal Services, a wholly owned subsidiary of Accenture LLP, is a U.S. company that helps clients transform bold ideas into breakthrough outcomes. We serve every cabinet-level department and 30 of the largest federal organizations. Our 9,000 dedicated colleagues and change makers work with clients at the heart of the nation's priorities in defense, intelligence, public safety, civilian and health to make a difference for the people they employ, serve, and protect.
The Data Scientist Manager will enjoy working in fast paced environment with large-scale mission critical data, latest machine learning technologies, and the ability to turn ideas into actionable products for homeland security. Individuals in this role are expected to be working directly with customers, have passion for solving complex problem sets, work independently and collaboratively with team members experienced with Agile methodology.
(i) Drive technical modeling, research and product development activities;
(ii) Identify opportunities for impact to shape project, technical and management consideration;
(iii) Develop advanced algorithms, search models and address challenges to establish large-scale information retrieval and recommender systems;
(iv) Provide expertise in quantitative analysis, data mining and statistical methods to build specialized models, services and tools using machine learning methods and distributed computing;
(v) Mine large amounts of data, develop information retrieval systems, search models and work products to solve problem sets involving entity resolution with messy data and sparse data sets;
(vi) Manage developer resources, organize project teams and engage with customers to gather requirement
Basic Qualifications:
* Minimum 4 years of experience building machine learning models, performing quantitative analysis, specifically solving entity resolution problem sets using large-scale DHS passenger datasets
* Minimum 2 years experience with SQL or other similar programming languages
* Minimum 2 years experience with R language, SAS, SPSS or Stata
* Minimum 2 years experience with large data sets and distributing or dynamic programming
* Strong knowledge of statistical analysis, experience with open source programming tools and languages
* Ability to lead project teams to completion with minimal guidance
Preferred Skills:
* Experience with Hadoop and Spark
* Experience with Agile methodology
* Master's Degree in Computer Science, Math, Statistics or similar technical discipline
* Java & Python preferred
* Strong ability to communicate results in clear and effective manner
An active security clearance or the ability to obtain one may be required for this role.
Candidates who are currently employed by a client of Accenture or an affiliated Accenture business may not be eligible for consideration.
Applicants for employment in the U.S. must possess work authorization which does not require now or in the future sponsorship by the employer for a visa.
Accenture is a federal contractor, an EEO and Affirmative Action Employer of Females/Minorities/Veterans/Individuals with Disabilities.
Equal Employment Opportunity
All employment decisions shall be made without regard to age, race, creed, color, religion, sex, national origin, ancestry, disability status, veteran status, sexual orientation, gender identity or expression, genetic information, marital status, citizenship status or any other basis as protected by federal, state, or local law.
Job candidates will not be obligated to disclose sealed or expunged records of conviction or arrest as part of the hiring process.
Accenture is committed to providing veteran employment opportunities to our service men and women.
            
        View more info

            View less info
                    Report this job
        "
"Data Scientist-170016OJ","Oracle","Hanover, NH",NA,"TRUE","FALSE","FALSE","FALSE","TRUE","FALSE","FALSE","About the Job
        
                Job DescriptionData ScientistPreferred QualificationsData ScientistSummary:You have a strong interest in data pertaining to the functioning and structure of the Internet and how to derive the maximum value out of such real-time data streams to achieve business objectives.  By applying your coding skills and passion for cutting data mining and analytics technology you will architect data products and tools that enable Oracle to: solve customer problems, support corporate goals, and contribute to an informative, actionable and compelling brand experience for a new Internet Intelligence portal as part of the Oracle Cloud Initiative. The role needs strong experience in modern development principles and practices, prototyping, and data analytics.  You will work closely with the Internet Intelligence Data Analytics team in all phases of the data development lifecycle.  We are looking for a highly motivated individual with wide range of development skills, a passion for data analytics, and solving complex problems. You will have significant influence on the design and development of high-visibility data services and visualizations.  Your job will be to work on these products across the entire tech stack. You will work with databases, distributed systems, geospatial/geolocation, microservices, message bus/queues, and computational tools.   Key Responsibilities and Accountabilities:Motivate yourself and others to research, explore and utilize the latest in data science technologyShare your expertise with others to strengthen our teamWork independently and with others to brainstorm solutions and implementationsCapable of quickly becoming familiar with new approaches to AI and computational comprehensionFluency in English and good communicator both orally and in writingImplement code in a manner that is documented, robust, efficient, and repeatableScale and tune-up processing pipelinesCreate and deliver mockups, POCs, production-ready code and specificationsUse MapReduce/Hadoop and other cloud tool to summarize and enrich dataBe responsible for ongoing maintenance, bug fixing, and improvement of your codeContribute to system architecture and designWork with fellow data scientists to ensure scalable deployment of algorithms on OCI platformsExcited about working on a team of highly diverse, creative people, all aiming for the same goal and mutually supportive of each otherSkills:Minimum of 5+ years of software development experience, preferably in PythonBachelor of Science in Computer Science or equivalentExperience modeling of very large data sets, particularly sets that describe networks and their performance or connectivity.Exposure to quantitative techniques such as basic statistics and data mining (machine learning is a plus)Extensive knowledge and experience with data pertaining to the use and functioning of the InternetExperience with popular database technologies like postgres, Cassandra and mySQLVery comfortable in a Linux development environmentEnthusiastic and self-motivatedExtremely organized, detail-oriented, able to work to deadlines and multitaskStrong interpersonal, communication, and presentation skillsSkill in documentation, creating and instilling new processes and proceduresCreative problem-solving, and conflict-resolution skillsDetailed Description and Job Requirements  Designs, develops and programs methods, processes, and systems to consolidate and analyze unstructured, diverse “big data” sources to generate actionable insights and solutions for client services and product enhancement.Interacts with product and service teams to identify questions and issues for data analysis and experiments. Develops and codes software programs, algorithms and automated processes to cleanse, integrate and evaluate large datasets from multiple disparate sources. Identifies meaningful insights from large data and metadata sources; interprets and communicates insights and findings from analysis and experiments to product, service, and business managers.Job duties are varied and complex utilizing independent judgment. May have project lead role.  5 years relevant work experience. BS/BA preferred.Oracle is an Equal Employment Opportunity Employer. All qualified applicants will receive consideration for employment without regard to race, color, religion, sex, national origin, sexual orientation, gender identity, disability and protected veterans status or any other characteristic protected by law.Job: Business  OperationsLocation: US-NH,New Hamp-HanoverJob Type: Regular Employee HireOrganization: Oraclefalse
            
        View more info

            View less info
                    Report this job
        "
"Sr. Data Scientist (111752)","EA Phenomic","Redwood City, CA",NA,"TRUE","TRUE","FALSE","FALSE","FALSE","FALSE","FALSE","About the Job
        
                The Sr. Data Scientist position is part of the Data Science team within the Global Analytics and Insights group in Electronic Art’s Global Marketing Organization. A successful candidate will play a key role in the data science team as an expert on software development as part of analytics and data science projects.   We build models and machine learning algorithms, but we also work to make these part of repeatable, reliable and robust software projects.   Sometimes this means creating R and Python packages that are used by teams of analysts, sometimes this means working with our data platform team to make our work scale across the enterprise.  We are specifically looking for a candidate who is able to work in the intersection of data science and software engineering. Responsibilities Work with a diverse team of data scientists and analysts to build robust, usable software for modeling, prediction and data exploration.Help maintain our R packages. Use big data technologies to scale predictive models to millions of players.Manage and deliver business-driving analytical projects.Develop tools and libraries for the broader analytics group.Communicate actionable results and findings derived from data throughout the organization in a clear, concise way.Collaborate with other areas of the business on long-term projects.Learn, implement and share new methodologies.Attributes Eager to use data for insights and has a demonstrated passion for applying data science to make business critical decisions and recommendations.Passionate about the interface between data science and software engineering.Able to create compelling communication for executives.Flexible and adaptable while maintaining positive attitude.Self starter with passion, energy, enthusiasm to drive results and affect meaningful changeViews challenges as opportunities; tenacious and focusedSolution oriented, creative problem solverA team player who is able to work collaboratively within the group and across business units/functionsAbility to execute multiple projects and drive key business results under tight deadlines.*LI-AC1 What’s in it for you? Glad you asked! We love to brag about our great perks like comprehensive health and benefit packages, tuition reimbursement, 401k company match and, of course, many other perks! And since we realize it takes world-class people to make world-class games, we offer competitive compensation packages and a culture that thrives off of creativity and individuality. At EA, we live the “work hard/play hard” credo every day. More about our location: https://www.ea.com/careers/careers-overview/redwood-shores Contact our Recruiter: Andrew Courtemanche - acourtemanche@ea.comHelp EA is an equal opportunity employer. All employment decisions are made without regard to race, color, national origin, ancestry, sex, gender, gender identity or expression, sexual orientation, age, genetic information, religion, disability, medical condition, pregnancy, marital status, family status or veteran status. We will also consider for employment qualified applicants with criminal records in accordance with applicable law.
            
        View more info

            View less info
                    Report this job
        "
"Senior Data Scientist","Lockheed Martin","Rochester, NY",NA,"TRUE","FALSE","FALSE","TRUE","TRUE","TRUE","FALSE","About the Job
        
                This position will be responsible for the analysis of vast quantities of machine data collected from fleets of complex machines such as gas turbine engines, helicopters, and other aircraft. The applicant is expected to collaborate with other engineers, data scientists, software teams, management, and other stakeholders to conduct data wrangling / mining, perform exploratory analysis, use machine learning to build models, generate visualizations, and create & present reports. The position also entails contributing to an analytics framework for feature engineering and algorithm development.
The applicant should have a BS or MS with 7-10 years of experience in Data Science, Engineering, Computer Science, Mathematics, Statistics, or equivalent technical field, and be comfortable writing code for data analysis (preferably with Python or Java).
Basic Qualifications
* Proven experience in signal processing, feature engineering, and dynamic system modeling
* Proven experience developing, maturing, and validating diagnostic and prognostic algorithms designed for gas turbine engine and aircraft health management systems
* Experience with predictive modeling and data mining techniques
* Experience creating software that facilitates analysis of large data sets
* Excellent written and verbal communication skills (i.e. the ability to communicate complex analysis with clarity and precision)
* Passionate about empirical research and naturally inquisitive
* Experience in data analysis with Python or Java
Desired skills
* Comfort manipulating and analyzing complex, high-volume, high-dimensionality data from varying sources
* Experience with large and/or complex data sets
* Familiarity with Hadoop / MapReduce, Pig, Hive, Spark, Impala, and Matlab
* Familiarity with data modeling, relational databases and SQL
* Experience with Linux and complex computer networks
* Aerospace background
As a leading technology innovation company, Lockheed Martin's vast team works with partners around the world to bring proven performance to our customers' toughest challenges. Lockheed Martin has employees based in many states throughout the U.S., and Internationally, with business locations in many nations and territories.
Join us at Lockheed Martin, where we're engineering a better tomorrow.
Lockheed Martin is an Equal Opportunity/Affirmative Action Employer. All qualified applicants will receive consideration for employment without regard to race, color, religion, sex, pregnancy, sexual orientation, gender identity, national origin, age, protected veteran status, or disability status.
Job Location(s): Rochester New York
            
        View more info

            View less info
                    Report this job
        "
"Data Scientist - School of Hospitality & Tourism Management","Florida International University","Miami, FL",NA,"FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","About the Job
        
                The Chaplin School of Hospitality and Tourism Management invites applications for an open rank, tenure earning faculty position. This position offers a unique opportunity to help build and promote strategically reorganized programs led by the School's dean and talented faculty in disciplines of hospitality and tourism located in culturally vibrant Miami, Florida and Tianjin, People's Republic of China. The Chaplin School of Hospitality and Tourism Management at Florida International University has maintained a consistent ranking as one of the top hospitality management schools in the US and has won international recognition. The School offers bachelors and master's degrees to over 2,400 students. For more detailed information about the School and candidate specifications please visit www.hospitality.fiu.edu.
This position is principally located on FIU's Biscayne Bay Campus. The qualifications of the successful candidate will reflect a portfolio that includes expertise, experience, and abilities in Data Science. The successful candidate must meet the following minimum qualifications: (1) an earned doctorate in a field that is related to or requires the management and processing of large data sets, such as Statistics or Applied Mathematics, Computer Science, Engineering, or Physics; (2) demonstrated capability (commensurate with rank) to develop sponsored research programs in data science as it applies to the hospitality and tourism industry, and (3) an expectation of excellence in teaching data science related to hospitality and tourism.
Prior teaching experience within higher education or related is preferred. Candidates should have experience developing course content, assessments, and teaching strategies that help diverse students place subject matter in a global, international, or intercultural perspective. In addition to teaching, successful candidates will be required to engage in research and other scholastic activity consistent with the Chaplin School's strategic initiatives and to participate, commensurate with rank, in service to the school, university, and community.
Qualified candidates are encouraged to attach a curriculum vitae. Candidates will be requested to provide names and contact information for at least 3 references who will be contacted should you be selected as a finalist. Review will continue until position is filled.
            
        View more info

            View less info
                    Report this job
        "
"Data Scientist-UIUC Innovation Center","Monsanto","Urbana, IL",NA,"TRUE","TRUE","FALSE","FALSE","FALSE","FALSE","FALSE","About the Job
        
                Monsanto Innovation Center - Let's Reimagine Together
At the Monsanto Innovation Center, we use digital tools and data to drive agricultural innovations which increase efficiency and reduce the amount of water, land, and energy necessary to meet the world's food, fuel, and fiber needs.
Monsanto is a global modern agriculture company. We develop products and tools to help farmers around the world grow crops while using energy, water, and land more efficiently. We believe innovation has the potential to bring humanity's needs in balance with the resources of our planet. Monsanto is a Fortune 500 company with over 20,000 employees in 69 countries around the globe.
Employees at the Innovation Center will help accelerate Monsanto's growth in emerging technologies and capabilities including engineering, data science, advanced analytics, operations research, phenomics, genomics, plant science and precision breeding technologies. At Monsanto, we believe connecting new talent, ideas and innovations accelerates the discovery needed to feed and sustain our world. Be part of the future of agriculture and identify exciting ways to visualize data to drive actions and decisions that impact product development and farmers globally.
Do you have a passion to:
* Apply cutting edge advances in machine learning and AI to solve agriculture challenges?
* Develop and invent innovative solutions?
* Create engineering solutions around accessing, visualizing and analyzing peta bytes of data?
Would you like the opportunity to:
* Solve complex system-level problems in agriculture?
* Resolve complex issues in innovative, efficient and effective ways?
* Create ground breaking solutions using data science and artificial intelligence?
* Develop relationships with world class scientists?
Minimum Qualifications:
* Must be registered as a full-time UIUC undergraduate or graduate student
* Must be able to commute to the work location daily
* Cumulative minimum GPA of 3.0/4.0, or equivalent
* Available up to 20 hours/week during the academic year
* Available up to 35 - 40 hours/week during the summer
Successful candidates will need to possess skills in at least two of the following areas: Python, R, Deep Learning, software interfacing to AWS services and machine learning
            
        View more info

            View less info
                    Report this job
        "
